PropertyId,Property_BookingId,BookingCreatedDate,ArrivalDate,DepartureDate,Adults,Children,Infants,Persons,NumNights,Channel,RoomRate,CleaningFee,Revenue,ADR,TouristTax,TotalPaid,RealProperty,Capacity,Square,PropertyType,NumBedrooms,ReadyDate
43548,152651,2024-09-02 20:48:28,2024-10-19 00:00:00,2024-10-23 00:00:00,3,1,0,4,4,Booking.com,1159.27,97.19,1256.46,314.12,72.6,1329.06,Yes,4.0,70.0,Apartment,2.0,2024-03-20 00:00:00
43519,152650,2024-09-02 20:47:26,2024-11-01 00:00:00,2024-11-05 00:00:00,4,3,0,7,4,Booking.com,1107.43,122.45,1229.88,307.47,96.8,1326.68,Yes,7.0,70.0,Apartment,3.0,2024-05-31 00:00:00
5932,152649,2024-09-02 20:42:53,2024-10-15 00:00:00,2024-10-19 00:00:00,4,0,0,4,4,Stay U-nique.com Website,1206.18,0.0,1206.18,301.55,96.8,1302.98,Yes,6.0,65.0,Unknown,2.0,2015-02-28 00:00:00
43465,152648,2024-09-02 20:40:42,2024-09-12 00:00:00,2024-09-17 00:00:00,1,0,0,1,5,Airbnb,994.03,0.0,994.03,198.81,3.3,997.33,Yes,2.0,31.0,Unknown,0.0,2024-02-23 00:00:00
43056,152647,2024-02-09 00:00:00,2024-11-05 00:00:00,2024-11-12 00:00:00,4,0,0,4,7,Booking.com,887.0,82.96,969.96,138.57,169.4,1139.36,Yes,4.0,50.0,Apartment,1.0,2019-10-25 00:00:00
43056,152647,2024-02-09 00:00:00,2024-11-05 00:00:00,2024-11-12 00:00:00,4,0,0,4,7,Booking.com,887.0,82.96,969.96,138.57,169.4,1139.36,Yes,5.0,50.0,Apartment,1.0,2019-10-25 00:00:00
43443,152646,2024-09-02 20:08:47,2024-10-30 00:00:00,2024-11-05 00:00:00,4,0,0,4,6,Airbnb,1131.1265205292193,0.0,1210.5028343016158,240.23,145.2,1586.56,Yes,5.0,68.0,Apartment,3.0,2023-10-22 00:00:00
43281,152644,2024-09-02 20:00:28,2024-11-01 00:00:00,2024-11-10 00:00:00,2,0,0,2,9,Booking.com,1348.93,77.77,1426.7,158.52,84.7,1511.4,Yes,2.0,40.0,Apartment,1.0,2022-03-14 00:00:00
43507,152643,2024-09-02 19:54:25,2024-10-03 00:00:00,2024-10-10 00:00:00,6,0,0,6,7,Booking.com,1534.48,120.75,1655.23,236.46,231.0,1886.23,Yes,6.0,100.0,Apartment,3.0,2024-03-30 00:00:00
43495,152642,2024-02-09 00:00:00,2024-10-17 00:00:00,2024-10-22 00:00:00,5,1,0,6,5,Airbnb,1490.37,0.0,1490.37,298.07,151.25,1641.62,Yes,6.0,67.0,Apartment,4.0,2024-06-07 00:00:00
43495,152642,2024-02-09 00:00:00,2024-10-17 00:00:00,2024-10-22 00:00:00,5,1,0,6,5,Airbnb,1490.37,0.0,1490.37,298.07,151.25,1641.62,Yes,7.0,67.0,Apartment,4.0,2024-06-07 00:00:00
43340,152641,2024-09-02 19:49:26,2024-10-23 00:00:00,2024-10-27 00:00:00,5,0,0,5,4,Stay U-nique.com Website,782.89,0.0,782.89,195.72,110.0,892.89,Yes,5.0,72.0,Apartment,3.0,2022-07-28 00:00:00
43312,152640,2024-02-09 00:00:00,2024-11-08 00:00:00,2024-11-16 00:00:00,2,0,0,2,8,HomeToGo,975.83,0.0,975.83,121.98,84.7,1060.53,Yes,2.0,40.0,Apartment,1.0,2022-06-15 00:00:00
43038,152639,2024-09-02 19:17:19,2024-09-27 00:00:00,2024-10-01 00:00:00,3,0,0,3,4,Booking.com,992.8,83.7,1076.5,269.13,66.0,1142.5,Yes,6.0,73.0,Apartment,2.0,2019-06-13 00:00:00
43418,152638,2024-09-02 19:08:03,2024-10-02 00:00:00,2024-10-05 00:00:00,6,0,0,6,3,Airbnb,1389.53,0.0,1389.53,463.18,108.9,1498.43,Yes,10.0,150.0,Apartment,4.0,2023-05-28 00:00:00
43120,152636,2024-02-09 00:00:00,2024-10-23 00:00:00,2024-10-27 00:00:00,4,0,0,4,4,Booking.com,684.89,83.3,768.19,192.05,16.0,784.19,Yes,4.0,58.0,Apartment,2.0,2020-07-29 00:00:00
4181,152635,2024-09-02 18:18:48,2024-11-29 00:00:00,2024-12-03 00:00:00,3,1,0,4,4,Airbnb,532.75,0.0,532.75,133.19,72.6,605.35,Yes,4.0,45.0,Apartment,0.0,2013-09-07 00:00:00
43361,152634,2024-09-02 17:53:33,2025-01-19 00:00:00,2025-01-24 00:00:00,1,0,0,1,5,Booking.com,729.5,109.5,839.0,167.8,30.25,869.25,Yes,3.0,35.0,Unknown,1.0,2022-10-10 00:00:00
43547,152633,2024-09-02 17:36:10,2024-09-04 00:00:00,2024-09-06 00:00:00,3,0,0,3,2,Airbnb,385.19,0.0,385.19,192.6,36.3,421.49,Yes,4.0,70.0,Apartment,2.0,2024-04-06 00:00:00
43535,152632,2024-02-09 00:00:00,2024-09-09 00:00:00,2024-09-11 00:00:00,4,0,0,4,2,Airbnb,410.39,0.0,410.39,205.2,48.4,458.79,Yes,4.0,70.0,Apartment,2.0,2024-03-25 00:00:00
43398,152631,2024-09-02 17:09:20,2024-10-14 00:00:00,2024-10-21 00:00:00,2,3,0,5,7,Booking.com,1332.61,175.26,1507.87,215.41,84.7,1592.57,Yes,6.0,84.0,Apartment,3.0,2023-03-19 00:00:00
43427,152630,2024-09-02 17:03:09,2024-11-08 00:00:00,2024-11-15 00:00:00,3,0,0,3,7,Airbnb,786.21,0.0,786.21,112.32,127.05,913.26,Yes,4.0,50.0,Apartment,2.0,2023-06-05 00:00:00
43007,152629,2024-02-09 00:00:00,2024-11-11 00:00:00,2024-11-21 00:00:00,2,0,0,2,10,Booking.com,819.9,74.51,894.41,89.44,84.7,979.11,Yes,2.0,24.0,Apartment,0.0,2019-01-16 00:00:00
43177,152628,2024-09-02 16:36:51,2024-10-10 00:00:00,2024-10-13 00:00:00,5,0,0,5,3,Vrbo,941.91,0.0,941.91,313.97,90.75,1032.66,Yes,6.0,75.0,Apartment,3.0,2020-10-25 00:00:00
42954,152627,2024-02-09 00:00:00,2024-09-30 00:00:00,2024-10-03 00:00:00,3,0,0,3,3,Airbnb,699.11,0.0,699.11,233.04,54.45,753.56,Yes,3.0,80.0,Apartment,2.0,2018-05-02 00:00:00
43474,152626,2024-09-02 16:21:23,2024-10-13 00:00:00,2024-10-26 00:00:00,2,0,0,2,13,Stay U-nique.com Website,1843.25,0.0,1843.25,141.79,9.24,1852.49,Yes,4.0,44.0,Apartment,1.0,2024-02-23 00:00:00
43213,152625,2024-09-02 16:12:37,2024-10-19 00:00:00,2024-10-25 00:00:00,2,0,0,2,6,Airbnb,1660.28,0.0,1660.28,276.71,72.6,1732.88,Yes,2.0,41.0,Apartment,1.0,2021-05-02 00:00:00
4790,152624,2024-09-02 16:02:34,2024-10-31 00:00:00,2024-11-03 00:00:00,4,0,0,4,3,Stay U-nique.com Website,521.95,0.0,521.95,173.98,72.6,594.55,Yes,4.0,45.0,Apartment,1.0,2014-05-01 00:00:00
43177,152623,2024-02-09 00:00:00,2024-10-29 00:00:00,2024-11-02 00:00:00,2,3,0,5,4,Airbnb,929.67,0.0,929.67,232.42,48.4,978.07,Yes,6.0,75.0,Apartment,3.0,2020-10-25 00:00:00
43204,152622,2024-09-02 15:34:22,2025-01-25 00:00:00,2025-01-30 00:00:00,2,0,0,2,5,Booking.com,732.0,83.36,815.36,163.07,60.5,875.86,Yes,2.0,89.0,Apartment,1.0,2021-03-18 00:00:00
5931,152621,2024-09-02 14:48:36,2024-09-29 00:00:00,2024-10-04 00:00:00,2,0,0,2,5,Airbnb,1185.46,0.0,1185.46,237.09,60.5,1245.96,Yes,4.0,40.0,Apartment,1.0,2015-02-28 00:00:00
43542,152620,2024-02-09 00:00:00,2024-09-10 00:00:00,2024-09-12 00:00:00,3,0,0,3,2,Booking.com,318.52,117.36,435.88,217.94,36.3,472.18,Yes,6.0,70.0,Apartment,3.0,2024-03-25 00:00:00
43542,152620,2024-02-09 00:00:00,2024-09-10 00:00:00,2024-09-12 00:00:00,3,0,0,3,2,Booking.com,318.52,117.36,435.88,217.94,36.3,472.18,Yes,7.0,70.0,Apartment,3.0,2024-03-25 00:00:00
43233,152619,2024-09-02 14:43:07,2024-09-10 00:00:00,2024-09-15 00:00:00,3,0,0,3,5,Airbnb,1404.71,0.0,1404.71,280.94,90.75,1495.46,Yes,5.0,50.0,Unknown,2.0,2021-08-08 00:00:00
43492,152618,2024-09-02 14:28:31,2024-10-04 00:00:00,2024-10-09 00:00:00,5,0,0,5,5,Booking.com,1250.81,94.49,1345.3,269.06,151.25,1496.55,Yes,5.0,67.0,Apartment,4.0,2024-05-29 00:00:00
43537,152617,2024-09-02 14:11:40,2024-10-19 00:00:00,2024-10-23 00:00:00,3,1,0,4,4,Booking.com,1159.27,97.19,1256.46,314.12,72.6,1329.06,Yes,4.0,70.0,Apartment,2.0,2024-03-25 00:00:00
4787,152616,2024-09-02 13:50:13,2024-09-04 00:00:00,2024-09-08 00:00:00,5,0,0,5,4,Airbnb,866.51,0.0,866.51,216.63,121.0,987.51,Yes,6.0,45.0,Apartment,2.0,2014-05-01 00:00:00
43424,152615,2024-09-02 13:47:43,2024-09-17 00:00:00,2024-09-24 00:00:00,2,0,0,2,7,Airbnb,2006.35,0.0,2006.35,286.62,84.7,1805.25,Yes,3.0,70.0,Apartment,3.0,2023-05-28 00:00:00
43308,152614,2024-02-09 00:00:00,2024-11-21 00:00:00,2024-11-27 00:00:00,4,0,0,4,6,Booking.com,1131.1265205292193,89.1,1210.5028343016158,167.06,145.2,1147.54,Yes,4.0,45.0,Apartment,1.0,2022-06-18 00:00:00
43135,152613,2024-09-02 13:19:28,2024-10-28 00:00:00,2024-11-01 00:00:00,2,0,0,2,4,Airbnb,1131.1265205292193,0.0,1210.5028343016158,154.24,44.0,660.96,Yes,2.0,32.0,Apartment,0.0,2020-09-06 00:00:00
43308,152612,2024-02-09 00:00:00,2024-10-12 00:00:00,2024-10-16 00:00:00,2,2,0,4,4,Booking.com,1263.24,89.1,1352.34,338.09,48.4,1400.74,Yes,4.0,45.0,Apartment,1.0,2022-06-18 00:00:00
43276,152611,2024-09-02 12:51:19,2024-10-21 00:00:00,2024-10-25 00:00:00,3,2,0,5,4,Airbnb,801.76,0.0,801.76,200.44,72.6,874.36,Yes,5.0,64.0,Apartment,4.0,2022-02-15 00:00:00
43426,152610,2024-09-02 12:48:19,2024-09-14 00:00:00,2024-09-17 00:00:00,3,0,0,3,3,Airbnb,1029.21,0.0,1029.21,343.07,54.45,1083.66,Yes,4.0,65.0,Apartment,2.0,2023-06-05 00:00:00
43334,152609,2024-02-09 00:00:00,2024-10-16 00:00:00,2024-10-30 00:00:00,2,0,0,2,14,HomeToGo,2352.23,0.0,2352.23,168.02,84.7,2436.93,Yes,2.0,40.0,Apartment,1.0,2022-07-14 00:00:00
43429,152608,2024-09-02 11:36:32,2024-11-08 00:00:00,2024-11-12 00:00:00,2,0,0,2,4,Airbnb,583.71,0.0,583.71,145.93,48.4,632.11,Yes,4.0,50.0,Apartment,2.0,2023-06-07 00:00:00
43093,152607,2024-09-02 10:43:57,2024-10-06 00:00:00,2024-10-10 00:00:00,3,0,0,3,4,Airbnb,1131.1265205292193,0.0,1210.5028343016158,234.97,72.6,1037.46,Yes,6.0,68.0,Apartment,3.0,2020-12-01 00:00:00
43093,152607,2024-09-02 10:43:57,2024-10-06 00:00:00,2024-10-10 00:00:00,3,0,0,3,4,Airbnb,1131.1265205292193,0.0,1210.5028343016158,234.97,72.6,1037.46,Yes,7.0,68.0,Apartment,3.0,2020-12-01 00:00:00
43214,152606,2024-02-09 00:00:00,2024-09-04 00:00:00,2024-09-07 00:00:00,4,0,0,4,3,Airbnb,833.42,0.0,833.42,277.81,66.0,899.42,Yes,6.0,100.0,Unknown,3.0,2021-04-07 00:00:00
43535,152604,2024-09-02 09:39:57,2024-09-22 00:00:00,2024-09-25 00:00:00,4,0,0,4,3,Airbnb,798.29,0.0,798.29,266.1,72.6,870.89,Yes,4.0,70.0,Apartment,2.0,2024-03-25 00:00:00
43588,152603,2024-09-02 09:39:18,2024-09-11 00:00:00,2024-09-14 00:00:00,3,0,0,3,3,Airbnb,979.64,0.0,979.64,326.55,54.45,1034.09,Yes,4.0,66.0,Apartment,3.0,2024-07-09 00:00:00
43408,152602,2024-09-02 09:38:22,2024-10-24 00:00:00,2024-11-03 00:00:00,2,3,0,5,10,Booking.com,2200.94,93.36,2294.3,229.43,84.7,2379.0,Yes,5.0,64.0,Apartment,4.0,2023-06-07 00:00:00
43526,152601,2024-02-09 00:00:00,2024-10-28 00:00:00,2024-11-01 00:00:00,2,2,0,4,4,Booking.com,881.27,97.19,978.46,244.62,48.4,1026.86,Yes,4.0,70.0,Apartment,2.0,2024-03-25 00:00:00
43332,152600,2024-02-09 00:00:00,2024-11-04 00:00:00,2024-11-12 00:00:00,2,0,0,2,8,Airbnb,1046.17,0.0,1046.17,130.77,84.7,1130.87,Yes,2.0,40.0,Apartment,1.0,2022-07-12 00:00:00
9973,152599,2024-02-09 00:00:00,2024-10-04 00:00:00,2024-10-08 00:00:00,5,0,0,5,4,Booking.com,1061.1,115.18,1176.28,294.07,121.0,1297.28,Yes,6.0,60.0,Apartment,2.0,2016-02-14 00:00:00
9973,152599,2024-02-09 00:00:00,2024-10-04 00:00:00,2024-10-08 00:00:00,5,0,0,5,4,Booking.com,1061.1,115.18,1176.28,294.07,121.0,1297.28,Yes,7.0,60.0,Apartment,2.0,2016-02-14 00:00:00
43138,152597,2024-09-02 07:14:06,2024-10-12 00:00:00,2024-10-19 00:00:00,2,4,0,6,7,Airbnb,1616.27,0.0,1616.27,219.62,77.0,1693.27,Yes,7.0,111.0,Unknown,4.0,2020-09-01 00:00:00
43138,152597,2024-09-02 07:14:06,2024-10-12 00:00:00,2024-10-19 00:00:00,2,4,0,6,7,Airbnb,1616.27,0.0,1616.27,219.62,77.0,1693.27,Yes,8.0,111.0,Apartment,4.0,2020-09-01 00:00:00
43053,152596,2024-09-02 06:14:13,2024-09-29 00:00:00,2024-10-02 00:00:00,2,0,0,2,3,Airbnb,608.63,0.0,608.63,202.88,36.3,644.93,Yes,2.0,67.0,Apartment,1.0,2019-10-28 00:00:00
43225,152595,2024-09-02 05:50:48,2024-09-15 00:00:00,2024-09-17 00:00:00,2,0,0,2,2,Airbnb,707.17,0.0,707.17,353.59,22.0,729.17,Yes,4.0,51.0,Apartment,0.0,2021-07-09 00:00:00
43225,152595,2024-09-02 05:50:48,2024-09-15 00:00:00,2024-09-17 00:00:00,2,0,0,2,2,Airbnb,707.17,0.0,707.17,353.59,22.0,729.17,Yes,5.0,51.0,Apartment,0.0,2021-07-09 00:00:00
43038,152594,2024-02-09 00:00:00,2024-10-14 00:00:00,2024-10-18 00:00:00,5,0,0,5,4,Booking.com,1069.0,83.7,1152.7,288.18,110.0,1262.7,Yes,6.0,73.0,Apartment,2.0,2019-06-13 00:00:00
4869,152593,2024-09-02 01:13:25,2024-10-27 00:00:00,2024-10-31 00:00:00,5,0,0,5,4,Airbnb,1131.1265205292193,0.0,1210.5028343016158,186.9,121.0,868.61,Yes,5.0,70.0,Unknown,3.0,2014-05-30 00:00:00
43246,152592,2024-09-02 01:07:40,2024-11-19 00:00:00,2024-11-23 00:00:00,6,0,0,6,4,Airbnb,831.45,0.0,831.45,207.86,132.0,963.45,Yes,6.0,99.0,Apartment,3.0,2021-12-01 00:00:00
43543,152591,2024-02-09 00:00:00,2024-09-12 00:00:00,2024-09-22 00:00:00,4,0,0,4,10,Airbnb,3356.63,0.0,3356.63,335.66,169.4,3526.03,Yes,4.0,70.0,Apartment,2.0,2024-03-25 00:00:00
43056,152590,2024-02-09 00:00:00,2024-11-17 00:00:00,2024-11-25 00:00:00,1,0,0,1,8,Stay U-nique.com Website,876.76,0.0,876.76,109.6,42.35,919.11,Yes,4.0,50.0,Apartment,1.0,2019-10-25 00:00:00
43056,152590,2024-02-09 00:00:00,2024-11-17 00:00:00,2024-11-25 00:00:00,1,0,0,1,8,Stay U-nique.com Website,876.76,0.0,876.76,109.6,42.35,919.11,Yes,5.0,50.0,Apartment,1.0,2019-10-25 00:00:00
43310,152589,2024-09-02 00:06:23,2024-09-10 00:00:00,2024-09-13 00:00:00,2,0,0,2,3,Airbnb,833.44,0.0,833.44,277.81,36.3,869.74,Yes,4.0,75.0,Apartment,2.0,2022-06-02 00:00:00
43468,152588,2024-09-02 00:03:33,2024-09-08 00:00:00,2024-09-12 00:00:00,5,0,0,5,4,Airbnb,618.45,0.0,618.45,154.61,13.2,631.65,Yes,6.0,84.0,Unknown,2.0,2024-02-23 00:00:00
43212,152587,2024-09-01 23:27:49,2024-10-04 00:00:00,2024-10-08 00:00:00,1,0,0,1,4,Airbnb,1353.38,0.0,1353.38,338.35,24.2,1377.58,Yes,2.0,41.0,Apartment,2.0,2021-05-02 00:00:00
43515,152586,2024-09-01 23:27:30,2025-01-09 00:00:00,2025-01-13 00:00:00,2,2,0,4,4,Booking.com,638.27,97.19,735.46,183.87,48.4,783.86,Yes,4.0,70.0,Apartment,2.0,2024-03-20 00:00:00
43516,152585,2024-09-01 23:20:29,2024-11-08 00:00:00,2024-11-12 00:00:00,2,2,0,4,4,Booking.com,601.27,97.19,698.46,174.62,48.4,746.86,Yes,4.0,70.0,Apartment,2.0,2024-03-20 00:00:00
4790,152584,2024-09-01 23:09:23,2024-11-28 00:00:00,2024-12-03 00:00:00,3,0,0,3,5,Booking.com,580.9,67.95,648.85,129.77,90.75,739.6,Yes,4.0,45.0,Apartment,1.0,2014-05-01 00:00:00
43308,152583,2024-09-01 23:04:19,2024-10-16 00:00:00,2024-10-20 00:00:00,3,1,0,4,4,Booking.com,1019.24,89.1,1108.34,277.09,72.6,1180.94,Yes,4.0,45.0,Apartment,1.0,2022-06-18 00:00:00
43056,152582,2024-09-01 22:56:49,2024-09-13 00:00:00,2024-09-17 00:00:00,3,0,0,3,4,Airbnb,1342.96,0.0,1342.96,335.74,72.6,1415.56,Yes,4.0,50.0,Apartment,1.0,2019-10-25 00:00:00
43056,152582,2024-09-01 22:56:49,2024-09-13 00:00:00,2024-09-17 00:00:00,3,0,0,3,4,Airbnb,1342.96,0.0,1342.96,335.74,72.6,1415.56,Yes,5.0,50.0,Apartment,1.0,2019-10-25 00:00:00
3964,152581,2024-09-01 22:48:28,2024-10-27 00:00:00,2024-10-31 00:00:00,2,2,0,4,4,Airbnb,713.55,0.0,713.55,178.39,48.4,761.95,Yes,4.0,45.0,Apartment,0.0,2013-06-15 00:00:00
43119,152580,2024-09-01 22:32:49,2024-10-23 00:00:00,2024-10-27 00:00:00,3,0,0,3,4,Airbnb,698.9,0.0,698.9,174.73,12.0,710.9,Yes,4.0,66.0,Apartment,1.0,2020-09-08 00:00:00
43035,152579,2024-09-01 22:28:07,2024-10-30 00:00:00,2024-11-02 00:00:00,6,0,0,6,3,Airbnb,677.24,0.0,677.24,225.75,99.0,776.24,Yes,6.0,74.0,Apartment,2.0,2019-06-21 00:00:00
43499,152578,2024-09-01 22:12:13,2024-10-13 00:00:00,2024-10-20 00:00:00,4,4,0,8,7,Airbnb,2278.33,0.0,2278.33,325.48,169.4,2447.73,Yes,8.0,95.0,Apartment,4.0,2024-03-26 00:00:00
43406,152577,2024-01-09 00:00:00,2024-09-06 00:00:00,2024-09-08 00:00:00,4,0,0,4,2,Booking.com,444.93,137.08,582.01,291.01,48.4,630.41,Yes,4.0,50.0,Apartment,2.0,2023-04-29 00:00:00
5934,152576,2024-09-01 21:42:12,2024-10-14 00:00:00,2024-10-18 00:00:00,2,1,0,3,4,Airbnb,971.26,0.0,971.26,242.82,48.4,1019.66,Yes,4.0,40.0,Apartment,1.0,2015-03-01 00:00:00
43120,152575,2024-01-09 00:00:00,2024-11-23 00:00:00,2024-11-27 00:00:00,4,0,0,4,4,Airbnb,457.3,0.0,457.3,114.33,16.0,473.3,Yes,4.0,58.0,Apartment,2.0,2020-07-29 00:00:00
42997,152574,2024-09-01 21:16:18,2024-10-30 00:00:00,2024-11-04 00:00:00,4,0,0,4,5,Booking.com,735.3,103.3,838.6,167.72,20.0,858.6,Yes,4.0,45.0,Apartment,2.0,2018-10-24 00:00:00
43395,152573,2024-09-01 21:15:11,2024-10-26 00:00:00,2024-10-30 00:00:00,6,0,0,6,4,Booking.com,1149.09,139.91,1289.0,322.25,132.0,1421.0,Yes,6.0,130.0,Apartment,3.0,2023-03-08 00:00:00
43404,152572,2024-09-01 21:13:22,2024-09-08 00:00:00,2024-09-11 00:00:00,5,0,0,5,3,Airbnb,497.95,0.0,497.95,165.98,90.75,588.7,Yes,5.0,45.0,Unknown,2.0,2023-03-22 00:00:00
43281,152571,2024-09-01 20:54:13,2024-09-05 00:00:00,2024-09-07 00:00:00,2,0,0,2,2,Airbnb,343.77,0.0,343.77,171.89,24.2,367.97,Yes,2.0,40.0,Apartment,1.0,2022-03-14 00:00:00
43146,152570,2024-09-01 20:51:17,2024-10-04 00:00:00,2024-10-07 00:00:00,6,0,0,6,3,Airbnb,895.88,0.0,895.88,298.63,99.0,994.88,Yes,6.0,67.0,Apartment,3.0,2020-07-17 00:00:00
42852,152569,2024-09-01 20:44:36,2024-10-20 00:00:00,2024-10-24 00:00:00,4,3,0,7,4,Airbnb,1110.28,0.0,1110.28,277.57,96.8,1207.08,Yes,7.0,100.0,Apartment,4.0,2017-11-09 00:00:00
43432,152568,2024-09-01 20:37:10,2024-10-05 00:00:00,2024-10-13 00:00:00,4,0,0,4,8,Airbnb,1131.1265205292193,0.0,1210.5028343016158,220.71,169.4,1935.07,Yes,5.0,64.0,Apartment,4.0,2023-08-03 00:00:00
6286,152567,2024-09-01 20:17:27,2024-09-14 00:00:00,2024-09-18 00:00:00,2,0,0,2,4,Airbnb,1148.58,0.0,1148.58,287.15,44.0,1192.58,Yes,4.0,70.0,Apartment,2.0,2015-05-29 00:00:00
43324,152566,2024-01-09 00:00:00,2024-11-20 00:00:00,2024-11-27 00:00:00,4,0,0,4,7,Airbnb,1162.5,0.0,1162.5,166.07,169.4,1331.9,Yes,4.0,61.0,Apartment,2.0,2022-06-18 00:00:00
43246,152565,2024-01-09 00:00:00,2024-10-14 00:00:00,2024-10-18 00:00:00,5,0,0,5,4,Airbnb,1131.1265205292193,0.0,1210.5028343016158,251.19,110.0,1114.75,Yes,6.0,99.0,Apartment,3.0,2021-12-01 00:00:00
43473,152564,2024-09-01 20:00:22,2024-11-09 00:00:00,2024-11-16 00:00:00,2,0,0,2,7,Airbnb,646.63,0.0,646.63,92.38,9.24,655.87,Yes,2.0,31.0,Apartment,0.0,2024-02-23 00:00:00
43046,152563,2024-09-01 19:55:22,2024-11-02 00:00:00,2024-11-05 00:00:00,4,5,0,9,3,Booking.com,737.1,147.45,884.55,294.85,66.0,950.55,Yes,9.0,120.0,Unknown,3.0,2019-08-23 00:00:00
43019,152562,2024-09-01 19:41:49,2024-10-19 00:00:00,2024-10-24 00:00:00,4,0,0,4,5,Airbnb,1243.62,0.0,1243.62,248.72,121.0,1364.62,Yes,6.0,73.0,Apartment,4.0,2019-04-02 00:00:00
43535,152561,2024-09-01 19:31:21,2024-10-30 00:00:00,2024-11-03 00:00:00,2,2,0,4,4,Booking.com,990.27,97.19,1087.46,271.87,48.4,1135.86,Yes,4.0,70.0,Apartment,2.0,2024-03-25 00:00:00
43138,152560,2024-01-09 00:00:00,2024-09-12 00:00:00,2024-09-14 00:00:00,6,0,0,6,2,Airbnb,888.34,0.0,888.34,444.17,66.0,954.34,Yes,7.0,111.0,Unknown,4.0,2020-09-01 00:00:00
43138,152560,2024-01-09 00:00:00,2024-09-12 00:00:00,2024-09-14 00:00:00,6,0,0,6,2,Airbnb,888.34,0.0,888.34,444.17,66.0,954.34,Yes,8.0,111.0,Apartment,4.0,2020-09-01 00:00:00
43361,152559,2024-09-01 19:04:24,2024-11-10 00:00:00,2024-11-15 00:00:00,3,0,0,3,5,Booking.com,410.5,109.5,520.0,104.0,90.75,610.75,Yes,3.0,35.0,Unknown,1.0,2022-10-10 00:00:00
43427,152558,2024-09-01 18:45:39,2024-09-25 00:00:00,2024-10-04 00:00:00,3,0,0,3,9,Booking.com,2106.72,97.71,2204.43,244.94,127.05,2331.48,Yes,4.0,50.0,Apartment,2.0,2023-06-05 00:00:00
43288,152557,2024-09-01 18:35:38,2024-11-08 00:00:00,2024-11-13 00:00:00,4,0,0,4,5,Booking.com,1131.1265205292193,82.96,1210.5028343016158,140.99,110.0,814.96,Yes,4.0,45.0,Apartment,1.0,2022-04-14 00:00:00
43030,152556,2024-09-01 18:34:11,2024-11-01 00:00:00,2024-11-05 00:00:00,8,0,0,8,4,Airbnb,1157.49,0.0,1157.49,289.37,176.0,1333.49,Yes,8.0,80.0,Apartment,3.0,2019-05-31 00:00:00
43030,152556,2024-09-01 18:34:11,2024-11-01 00:00:00,2024-11-05 00:00:00,8,0,0,8,4,Airbnb,1157.49,0.0,1157.49,289.37,176.0,1333.49,Yes,9.0,80.0,Apartment,3.0,2019-05-31 00:00:00
43074,152555,2024-09-01 18:24:36,2024-10-02 00:00:00,2024-10-06 00:00:00,9,0,0,9,4,Airbnb,1305.66,0.0,1305.66,326.42,198.0,1503.66,Yes,11.0,120.0,Apartment,4.0,2020-04-20 00:00:00
43074,152555,2024-09-01 18:24:36,2024-10-02 00:00:00,2024-10-06 00:00:00,9,0,0,9,4,Airbnb,1305.66,0.0,1305.66,326.42,198.0,1503.66,Yes,12.0,120.0,Apartment,4.0,2020-04-20 00:00:00
4790,152554,2024-09-01 18:14:12,2024-09-07 00:00:00,2024-09-11 00:00:00,4,0,0,4,4,Booking.com,554.8,67.95,622.75,155.69,96.8,719.55,Yes,4.0,45.0,Apartment,1.0,2014-05-01 00:00:00
12688,152553,2024-09-01 18:06:25,2024-10-17 00:00:00,2024-10-21 00:00:00,2,2,0,4,4,Booking.com,1142.36,125.67,1268.03,317.01,48.4,1316.43,Yes,6.0,70.0,Apartment,2.0,2016-05-05 00:00:00
43530,152552,2024-09-01 17:56:13,2024-11-08 00:00:00,2024-11-14 00:00:00,4,0,0,4,6,Booking.com,860.27,97.19,957.46,159.58,145.2,1102.66,Yes,4.0,70.0,Apartment,2.0,2024-03-20 00:00:00
43448,152551,2024-01-09 00:00:00,2024-09-28 00:00:00,2024-10-05 00:00:00,2,0,0,2,7,Booking.com,1322.0,89.77,1411.77,201.68,77.0,1488.77,Yes,2.0,38.0,Apartment,1.0,2023-10-24 00:00:00
43025,152550,2024-01-09 00:00:00,2024-10-24 00:00:00,2024-10-28 00:00:00,4,0,0,4,4,Booking.com,694.0,101.13,795.13,198.78,16.0,811.13,Yes,4.0,60.0,Apartment,2.0,2019-05-04 00:00:00
43495,152549,2024-09-01 17:03:29,2024-10-08 00:00:00,2024-10-12 00:00:00,5,1,1,7,4,Airbnb,1255.0,0.0,1255.0,313.75,121.0,1376.0,Yes,6.0,67.0,Apartment,4.0,2024-06-07 00:00:00
43495,152549,2024-09-01 17:03:29,2024-10-08 00:00:00,2024-10-12 00:00:00,5,1,1,7,4,Airbnb,1255.0,0.0,1255.0,313.75,121.0,1376.0,Yes,7.0,67.0,Apartment,4.0,2024-06-07 00:00:00
42852,152548,2024-09-01 17:01:22,2024-10-04 00:00:00,2024-10-08 00:00:00,7,0,0,7,4,Stay U-nique.com Website,1307.68,0.0,1307.68,326.92,169.4,1477.08,Yes,7.0,100.0,Apartment,4.0,2017-11-09 00:00:00
43049,152547,2024-09-01 16:47:52,2024-09-08 00:00:00,2024-09-11 00:00:00,8,0,0,8,3,Airbnb,613.31,0.0,613.31,204.44,145.2,758.51,Yes,8.0,127.0,Apartment,3.0,2019-10-28 00:00:00
